window_idx,window_start_s,bytes_read_per_sec,bytes_written_per_sec,rw_volume_ratio,file_deletion_rate,file_rename_rate,target_extension_velocity,seq_vs_random_disk_ratio,urandom_bytes_per_sec,mmap_brk_rate,mprotect_rate,futex_rate,net_packet_rate,net_byte_volume,unique_dest_ip_rate,dns_query_rate,connection_failure_rate,child_spawn_rate,execve_rate,syscall_sequence_entropy,io_burstiness_std,dir_ops,drop_rate,ransom_note_hits,library_call_rate_openssl,vmrss_kb,mean_file_entropy,time_to_first_encryption_s,encryption_slope,file_entropy_delta
332,33.2,2723810,354740,7.6783,140,0,140,0,0,428569367,2270,0,0,0,0,0,0,290,290,4.167,4812.538,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
341,34.1,2666940,502030,5.3123,130,0,130,0,0,399837684,2120,0,0,0,0,0,0,260,270,4.1664,7759.6629,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
349,34.9,2876740,404550,7.111,140,0,150,0,0,414695290,2340,0,0,0,0,0,0,280,280,4.1572,6689.3272,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
358,35.8,2724930,380100,7.169,140,0,150,0,0,412665639,2240,0,0,0,0,0,0,290,290,4.1684,5366.6373,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
367,36.7,2801270,291400,9.6131,140,0,150,0,0,415196202,2350,0,0,0,0,0,0,290,280,4.1661,5865.5402,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
376,37.6,2743680,358990,7.6428,150,0,140,0,0,430962480,2360,0,0,0,0,0,0,290,290,4.1594,10881.2068,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
384,38.4,2780090,454600,6.1155,150,0,150,0,0,416209280,2280,0,0,0,0,0,0,300,290,4.1577,5716.4817,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
393,39.3,2810020,279540,10.0523,140,0,140,0,0,430560647,2360,0,0,0,0,0,0,280,280,4.1541,7129.0321,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
402,40.2,2732720,344040,7.943,140,0,140,0,0,430560647,2340,0,0,0,0,0,0,280,290,4.1709,4267.1955,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
411,41.1,2850650,380950,7.483,140,0,150,0,0,412734823,2260,0,0,0,0,0,0,290,290,4.1679,5657.9097,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
419,41.9,2669150,303090,8.8065,140,0,140,0,0,415840160,2280,0,0,0,0,0,0,290,290,4.1499,10254.8129,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
428,42.8,2438690,237930,10.2496,120,0,130,0,0,379211972,2080,0,0,0,0,0,0,260,260,4.1766,4447.4064,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
437,43.7,2765380,433340,6.3815,150,0,140,0,0,416209280,2280,0,0,0,0,0,0,290,290,4.1563,6629.7855,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
446,44.6,2653970,294190,9.0213,140,0,140,0,0,408785482,2240,0,0,0,0,0,0,280,280,4.1666,4352.0179,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
454,45.4,2839880,298550,9.5122,150,0,150,0,0,438015258,2400,0,0,0,0,0,0,300,310,4.1644,9554.5178,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
463,46.3,2695860,294240,9.1621,140,0,140,0,0,430560647,2290,0,0,0,0,0,0,290,290,4.1674,10842.5463,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
472,47.2,2820230,509000,5.5407,140,0,140,0,0,412743015,2270,0,0,0,0,0,0,290,290,4.1674,11847.7669,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
481,48.1,2634900,269300,9.7843,140,0,150,0,0,408785482,2240,0,0,0,0,0,0,290,290,4.1604,11367.7372,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
489,48.9,2707890,434440,6.2331,130,0,140,0,0,379594711,2150,0,0,0,0,0,0,270,260,4.1705,13658.1628,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
498,49.8,2698600,355550,7.5899,140,0,140,0,0,408785482,2240,0,0,0,0,0,0,290,280,4.1707,10547.9554,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
507,50.7,2683160,334550,8.0202,140,0,150,0,0,408785482,2240,0,0,0,0,0,0,280,280,4.1595,8179.498,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
516,51.6,2672290,318790,8.3826,140,0,140,0,0,408780398,2240,0,0,0,0,0,0,280,280,4.1629,14433.4831,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
524,52.4,2756460,434050,6.3506,140,0,150,0,0,408785482,2240,0,0,0,0,0,0,290,280,4.166,14227.2484,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
533,53.3,2530860,296640,8.5318,140,0,140,0,0,408785482,2210,0,0,0,0,0,0,280,280,4.1659,10353.5487,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
542,54.2,2652810,281440,9.4258,150,0,140,0,0,416209280,2280,0,0,0,0,0,0,300,290,4.1541,12839.0701,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
